id,country,state,city,school,station,frequency,emails,music_director,phone,website,address,ig_handles,station_type,genre_hints,submission_methods,flags,outreach_ease,show,notes_raw,source_page
S416,Canada,ON,Toronto,York University,CHRY 105.5 FM,105.5 FM,chryMD@york.ca,,416-736-5293,chry.fm Contact Form FB: facebook.com/ chryradio,"CHRY 105.5 FM 4700 Keele Street, Rm 413 Student Centre Toronto, Ontario M3J 1P3",,college,,form; email,,easy,Schedule,Listening Parties! No EPK or photos necessary. Just a short artist bio and contact info,36
S417,Canada,ON,Waterloo,University of Waterloo,CKMS 102.7 FM,102.7 FM,office@radiowaterloo.ca,,+1‑519‑884‑2567,radiowaterloo.c a Contact Page,"Unit 114B – 283 Duke Street West Kitchener, Ontario, Canada N2H 3X7",ckms102.7fm,college,,form; email,,easy,Schedule,IG @ckms102.7fm Submission Guidelines,36
S418,Canada,ON,Welland,Niagara College,CRNC 90.1 FM,90.1 FM,,,+1 905-735-2211 extension 7151,crnc.ca,-,crnctheheat,college,,,,hard,-,IG @crnctheheat,36
S419,Canada,ON,Windsor,University of Windsor,CJAM 99.1 FM,99.1 FM,cjammd@gmail.com,,519-253-3000 ext. 2527,cjam.ca Submission Guidelines,-,cjamfm,college,,form; email,,easy,Schedule,IG @cjamfm DO NOT SEND SPOTIFY LINKS,36
S420,Canada,QC,Montreal,Concordia University,CJLO 1690,1690,music@cjlo.com; md-hiphop@cjlo.com; md-metal@cjlo.com; md-world@cjlo.com; md-rpm@cjlo.com,,514-848-7471,cjlo.com FB: CJLO 1690am,"CJLO 1690AM 7141 Sherbrooke Street West Suite CC-430 Montréal, Québec, Canada H4B 1R6",cjlo1690am,college,hip-hop; metal,email,,easy,Schedule,IG @cjlo1690am They also have a Magazine!,37
S421,Canada,QC,Montreal,McGill University,CKUT 90.3 FM,90.3 FM,music@ckut.ca,,514-448-4013 514-448-4041 ext. 4975,ckut.ca Music Submission Info,"CKUT 90.3FM Music Department 3647 University St. Montreal, Quebec H3A 2B3",ckutmtl,college,,form; email,,easy,Schedule,IG @ckutmtl Hard copy CDs get priority,37
S422,Canada,QC,Montreal,Universite de Montreal,CISM 89.3 FM,89.3 FM,bpoirier@cism893.ca,,514-343-CISM,cism893.ca,"CISM 89,3 FM Att. Benoit Poirier 2332 Édouard-Montpetit Local C-1509, Pavillon J-A DeSève Université de Montréal C.P. 6128 succursale Centre-Ville H3T 1J4",cism893,college,,email,,easy,Schedule,"IG @cism893 WeTransfer, DropBox, or Google Drive links only",37
S423,Canada,QC,Quebec City,Universite Laval,CHYZ 94.3 FM,94.3 FM,musique@chyz.ca,,418-656-2215,chyz.ca,"2305, rue de I’Universite, Local 0236 Pavillion Maurice Pollack, Quebec, QC G1V OA6 Canada",chyz943,college,,email,,easy,Schedule,IG @chyz943 FB: CHYZ 94.3,37
S424,Canada,QC,Sherbrooke,Bishop’s University,CJMQ 88.9 FM,88.9 FM,,,819-822-1838,cjmq.fm,"CJMQ 3355 College Sherbrooke, QC J1M 0B8",,college,,,,hard,-,-,37
S425,Canada,QC,Sherbrooke,Universite de Sherbrooke,CFAK 88.3 FM,88.3 FM,info.cfak883@usherbrooke.ca; musique.cfak883@usherbrooke.ca,,+1 819-821-8000,cfak.ca,"2500 boul. Université, E1-1010 Sherbrooke J1K 2R1",,college,,email,,easy,Schedule,"FB: CFAK 88,3 FM",37
S426,Canada,QC,Trois-Rivieres,Universite du Quebec a Trois- Rivieres,CFOU 89.1 FM,89.1 FM,progcfou@uqtr.ca,,819-376-5183,cfou.ca Live Stream Link,"CFOU 89,1 FM 3351, boul. des Forges Trois-Rivieres (Quebec) G9A 5H7",cfoufm,college,,links_preferred; form; email,,easy,Schedule,IG @cfoufm Music Submission Form,37
